position,club,name,this_season_pts,last_season_pts,price,change,status,played,points_per_match,home_pts,home_average,away_pts,away_average
Forward,Real Madrid,Mastantuono,0,0,5430000,130000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,Johnny,0,151,5350000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Álvaro Carreras,0,0,5210000,110000,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Arambarri,0,204,5200000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Mallorca,Muriqi,0,140,5190000,110000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Atlético,Giuliano Simeone,0,156,5160000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Espanyol,Puado,0,194,5150000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Osasuna,Aimar Oroz,0,207,5080000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Celta,Jutglà,0,0,5060000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Celta,Mingueza,0,181,5060000,40000,Fit,0,0.0,0,0.0,0,0.0
Coach,Barcelona,Hansi Flick,0,88,4920000,70000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Atlético,Oblak,0,161,4800000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Getafe,Arambarri,0,102,4790000,60000,Fit,0,0.0,0,0.0,0,0.0
Coach,Real Madrid,Xabi Alonso,0,0,4720000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Lejeune,0,212,4680000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Athletic,Berenguer,0,196,4640000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Raíllo,0,196,4630000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Real Sociedad,Sergio Gómez,0,186,4600000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Hancko,0,0,4600000,0,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Sociedad,Brais Méndez,0,111,4410000,80000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Getafe,Luis Milla,0,177,4390000,50000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Athletic,Unai Simón,0,183,4290000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Villarreal,Pape Gueye,0,164,4260000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Mallorca,Darder,0,180,4220000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Militão,0,62,4210000,60000,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Gerard Moreno,0,88,4160000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Ratiu,0,190,4140000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,Barrios,0,134,4100000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Villarreal,Parejo,0,183,4090000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Getafe,David Soria,0,183,4040000,70000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Villarreal,Comesaña,0,183,4000000,30000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Betis,Álvaro Valles,0,0,3990000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Madrid,Gonzalo García,0,7,3980000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Firpo,0,0,3970000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Foyth,0,105,3960000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Valencia,Diego López,0,173,3940000,40000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Sociedad,Remiro,0,158,3920000,70000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Barcelona,Gavi,0,110,3920000,230000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Carvajal,0,48,3900000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Alavés,Carlos Vicente,0,156,3880000,120000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Villarreal,Pépé,0,151,3880000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Rayo Vallecano,Álvaro García,0,197,3870000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Betis,Roro Riquelme,0,60,3870000,60000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Valencia,Rioja,0,174,3850000,40000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Osasuna,Sergio Herrera,0,199,3850000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward,Valencia,Hugo Duro,0,154,3810000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Jauregizar,0,162,3800000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Barcelona,Fermín,0,149,3800000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Barcelona,Ferran Torres,0,156,3880000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Villarreal,Yéremy Pino,0,164,3750000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Pablo Torre,0,61,3720000,110000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Betis,Fornals,0,122,3710000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Sergi Cardona,0,169,3680000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Le Normand,0,112,3660000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Girona,Yangel Herrera,0,148,3660000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Marcos Alonso,0,162,3660000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Real Madrid,Camavinga,0,98,3630000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Valencia,Javi Guerra,0,105,3620000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Ruggeri,0,0,3620000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Alavés,Sivera,0,160,3600000,60000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Rayo Vallecano,Batalla,0,173,3600000,50000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Valencia,Agirrezabala,0,58,3590000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Rayo Vallecano,Isi Palazón,0,164,3580000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Espanyol,Terrats,0,109,3540000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Cazorla,0,0,3520000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Osasuna,Rubén García,0,195,3510000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Espanyol,Gazzaniga,0,153,3490000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Girona,Tsygankov,0,131,3480000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Valencia,Pepelu,0,122,3410000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward,Getafe,Mayoral,0,98,3400000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Levante,Carlos Álvarez,0,0,3350000,10000,Doubt. Pubalgia.,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Rondón,0,0,3340000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Mallorca,Dani Rodríguez,0,180,3320000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Espanyol,Dmitrovic,0,164,3310000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Pedro Díaz,0,115,3300000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Girona,Gazzaniga,0,198,3280000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Celta,Ilaix Moriba,0,144,3270000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Betis,Ez Abde,0,142,3260000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Colombatto,0,0,3250000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Alavés,Panichelli,0,0,3230000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Osasuna,Boyomo,0,177,3230000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Gayà,0,102,3210000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Bartra,0,145,3200000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Sevilla,Alfon González,0,130,3200000,0,Doubt. Sprained right midfoot.,0,0.0,0,0.0,0,0.0
Forward,Espanyol,Kike García,0,120,3170000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Rafa Marín,0,0,3150000,160000,Fit,0,0.0,0,0.0,0,0.0
Forward,Betis,Borja Iglesias,0,186,3140000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Villarreal,Luiz Júnior,0,85,3140000,150000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Getafe,Uche,0,163,3130000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Rüdiger,0,123,3120000,20000,Suspended. Day 1.,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Rayo Vallecano,De Frutos,0,165,3120000,20000,Fit,0,0.0,0,0.0,0,0.0
Coach,Atlético,Simeone,0,76,3120000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Tenaglia,0,188,3110000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,De Galarreta,0,165,3080000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Barcelona,Eric García,0,160,3060000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Alderete,0,168,3050000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Valjent,0,155,3030000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Barcelona,Marc Casadó,0,117,2990000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Rubén Vargas,0,55,2980000,240000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Areso,0,144,2970000,100000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Girona,Miguel Gutiérrez,0,147,2950000,20000,Doubt. Ankle surgery.,0,0.0,0,0.0,0,0.0
Defender,Espanyol,Cabrera,0,153,2950000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Osasuna,Torró,0,135,2890000,90000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Espanyol,Carlos Romero,0,149,2870000,60000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Betis,Pau López,0,3,2850000,120000,Fit,0,0.0,0,0.0,0,0.0
Forward,Athletic,Guruzeta,0,157,2830000,70000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Espanyol,Expósito,0,86,2820000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Madrid,Ceballos,0,86,2810000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Tárrega,0,154,2790000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Raúl Asencio,0,104,2770000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Diego Llorente,0,154,2760000,40000,Doubt. Proximal tendon injury in the left hamstring muscle.,0,0.0,0,0.0,0,0.0
Defender,Girona,Krejci,0,0,2760000,120000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Sociedad,Luka Sucic,0,120,2700000,170000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Madrid,Rodrygo,0,176,2690000,80000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Madrid,Fran García,0,140,2680000,90000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Luiz Felipe,0,0,2670000,120000,Fit,0,0.0,0,0.0,0,0.0
Defender,Espanyol,El Hilali,0,151,2600000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Badé,0,133,2580000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Mallorca,Samú Costa,0,128,2570000,80000,Fit,0,0.0,0,0.0,0,0.0
Defender,Osasuna,Catena,0,155,2560000,40000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Celta,Ionut Radu,0,0,2550000,140000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Mojica,0,144,2490000,80000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Celta,Fran Beltrán,0,144,2480000,20000,Injured. Stretching in the right anterior rectus. Estimated return: Mid-August.,0,0.0,0,0.0,0,0.0
Defender,Girona,Blind,0,150,2470000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Osasuna,Rosier,0,135,2460000,120000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Mallorca,Leo Román,0,56,2450000,240000,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Kike Salas,0,146,2450000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,De Paul,0,191,2440000,190000,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Diego Rico,0,141,2440000,50000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Real Oviedo,Escandell,0,144,2430000,50000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Sevilla,Nyland,0,118,2370000,100000,Fit,0,0.0,0,0.0,0,0.0
Forward,Athletic,Sannadi,0,65,2350000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Barcelona,Ronald Araújo,0,46,2310000,0,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Affengruber,0,0,2310000,90000,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Gabriel Suazo,0,0,2260000,120000,Fit,0,0.0,0,0.0,0,0.0
Defender,Rayo Vallecano,Chavarría,0,144,2190000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Real Madrid,Brahim,0,121,2140000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Girona,Iván Martín,0,125,2130000,100000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Girona,Arnau Martínez,0,60,2110000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Aramburu,0,141,2090000,80000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Elche,Dituro,0,0,2060000,140000,Fit,0,0.0,0,0.0,0,0.0
Coach,Athletic,Ernesto Valverde,0,70,2040000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Betis,Natan,0,107,2030000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Javi Rodríguez,0,161,2030000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Levante,Morales,0,0,2020000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Yuri,0,115,2010000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Girona,Stuani,0,171,2010000,10000,Fit,0,0.0,0,0.0,0,0.0
Coach,Betis,Pellegrini,0,70,1980000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Valencia,André Almeida,0,128,1980000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Sevilla,Agoumé,0,119,1960000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Sociedad,Zubeldia,0,104,1930000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Alberto Reina,0,0,1930000,140000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Lenglet,0,107,1920000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Nacho Vidal,0,8,1920000,100000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Betis,Sergi Altimira,0,130,1920000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Mosquera,0,148,1910000,70000,Fit,0,0.0,0,0.0,0,0.0
Coach,Villarreal,Marcelino,0,132,1900000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Rayo Vallecano,Pathé Ciss,0,145,1890000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Santiago Mouriño,0,100,1870000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Kiko Femenía,0,112,1830000,50000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Hassan,0,0,1790000,80000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Celta,Swedberg,0,123,1780000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Barcelona,Marc Bernal,0,17,1780000,130000,Fit,0,0.0,0,0.0,0,0.0
Defender,Celta,Starfelt,0,131,1760000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Oviedo,Chaira,0,0,1740000,110000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Moncayola,0,127,1710000,50000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Paredes,0,101,1710000,100000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Elche,Febas,0,0,1700000,70000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Atlético,Gallagher,0,132,1680000,20000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Mallorca,Greif,0,144,1670000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Giménez,0,115,1620000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Carmona,0,130,1620000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Atlético,Samu Lino,0,132,1600000,40000,Fit,0,0.0,0,0.0,0,0.0
Forward,Osasuna,Víctor Muñoz,0,2,1590000,160000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Osasuna,Moncayola,0,127,1570000,60000,Fit,0,0.0,0,0.0,0,0.0
Forward,Sevilla,Isaac Romero,0,98,1570000,60000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Barcelona,Szczęsny,0,78,1550000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Antonio Blanco,0,123,1520000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Pablo Martínez,0,0,1520000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Real Oviedo,Calvo,0,0,1520000,70000,Fit,0,0.0,0,0.0,0,0.0
Forward,Levante,Brugué,0,0,1510000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Girona,David López,0,121,1500000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Celta,Hugo Álvarez,0,116,1490000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Diakhaby,0,132,1490000,150000,Injured. Complete rupture of the cruciate ligament of his left knee. Estimated return: End of June.,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Getafe,Djené,0,113,1470000,50000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Athletic,Robert Navarro,0,97,1460000,30000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Getafe,Javi Muñoz,0,136,1440000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Real Sociedad,Barrenetxea,0,94,1430000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Levante,Elgezabal,0,0,1420000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Getafe,Juan Iglesias,0,151,1420000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Real Sociedad,Pablo Marín,0,80,1410000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Girona,Asprilla,0,113,1370000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Villarreal,Logan Costa,0,88,1360000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Jonny Castro,0,0,1330000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Celta,Carreira,0,95,1300000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Alavés,Guridi,0,125,1270000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Barcelona,Gerard Martín,0,101,1260000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Getafe,Neyou,0,126,1240000,20000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Oriol Rey,0,0,1230000,60000,Fit,0,0.0,0,0.0,0,0.0
Defender,Athletic,Yeray,0,119,1220000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Athletic,Beñat Prados,0,115,1220000,20000,Fit,0,0.0,0,0.0,0,0.0
Forward,Real Sociedad,Sadiq,0,116,1200000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Barcelona,Bardghji,0,0,1190000,40000,Fit,0,0.0,0,0.0,0,0.0
Defender,Alavés,Facundo Garcés,0,37,1140000,70000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Forward,Espanyol,Jofre Carreras,0,131,1130000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Levante,Víctor García,0,0,1110000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Olasagasti,0,73,1110000,200000,Fit,0,0.0,0,0.0,0,0.0
Goalkeeper,Barcelona,Ter Stegen,0,31,1090000,70000,Injured. Back injury. Estimated return: Indefinite return.,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Sevilla,Gudelj,0,105,1080000,30000,Fit,0,0.0,0,0.0,0,0.0
Defender,Valencia,Foulquier,0,103,1070000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Celta,Pablo Durán,0,0,1070000,0,Fit,0,0.0,0,0.0,0,0.0
Forward,Villarreal,Danjuma,0,107,1060000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Mallorca,Copete,0,88,1060000,60000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Levante,Kervin Arriaga,0,0,1060000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Atlético,Galán,0,89,1050000,10000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Sevilla,Juanlu,0,133,1030000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward,Elche,Álvaro Rodríguez,0,74,1010000,240000,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Álvaro Núñez,0,0,1010000,80000,Fit,0,0.0,0,0.0,0,0.0
Midfielder,Real Oviedo,Sibo,0,0,1000000,70000,Fit,0,0.0,0,0.0,0,0.0
Defender,Atlético,Pablo Campos,0,0,1000000,170000,Fit,0,0.0,0,0.0,0,0.0
Defender,Sevilla,Pedrosa,0,121,990000,10000,Fit,0,0.0,0,0.0,0,0.0
Defender/Midfielder,Real Sociedad,Urko Gonzalez,0,68,940000,40000,Fit,0,0.0,0,0.0,0,0.0
Midfielder/Defender,Betis,Ruibal,0,111,910000,20000,Fit,0,0.0,0,0.0,0,0.0
Defender,Elche,Bigas,0,0,900000,30000,Fit,0,0.0,0,0.0,0,0.0
Forward/Midfielder,Girona,Portu,0,85,900000,20000,Fit,0,0.0,0,0.0,0,0.0
